ts,Boiler B1 Power,Boiler B2 Power,Boiler B3 Power,Gasifier Steam Power,Cogen Steam Power,Cogen HW Power,AFS HW Power,Cogen Economizer Stage 1,Cogen Economizer Stage 2,Gasifier Economizer Stage 1,Gasifier Economizer Stage 2
2022-05-31T00:00:00-07:00 Los_Angeles,0,0.03202430489162604,1.9562500245006822,0,2.746220422080822,0.6992867644876241,7.5301131727739605,"","","",""
2022-06-01T00:00:00-07:00 Los_Angeles,0,0.48888889948527015,0.44960649037854405,0.003187904544390255,2.656703373208228,0.5952142639568557,6.388975387176983,"","","",""
2022-06-02T00:00:00-07:00 Los_Angeles,0.15835879941660636,0.38560765075876774,0.2737986176488576,0.0024068408631892114,2.7379642589362696,0.5265600997663571,5.878151693517966,"","","",""
2022-06-03T00:00:00-07:00 Los_Angeles,0.20000000298023224,0.3490104238357805,1.2210081194897395,1.568912169508015E-4,2.7663588177550706,0.6176884806704602,6.185886920800914,"","","",""
2022-06-04T00:00:00-07:00 Los_Angeles,0.20000000298023224,0,0.7446551044919978,0.0025507384290297825,2.757012782907455,0.512414711253562,6.817730599818405,"","","",""
2022-06-05T00:00:00-07:00 Los_Angeles,0.20000000298023224,0,0.82239468676452,8.467001639979167E-5,2.651805722908014,0.47397250263511953,7.062162544887372,"","","",""
2022-06-06T00:00:00-07:00 Los_Angeles,0.18430092786128321,0,2.616314865845705,0,2.757945291895283,0.5382227382595066,7.437065194469911,"","","",""
2022-06-07T00:00:00-07:00 Los_Angeles,0,0,2.039343781770224,0,2.710933761720857,0.5716907942702097,7.0470047772330835,"","","",""
2022-06-08T00:00:00-07:00 Los_Angeles,0,0,0.4985694565189381,0.001272219451127091,2.7116756738335996,0.4833442305778671,6.0779873431667175,"","","",""
2022-06-09T00:00:00-07:00 Los_Angeles,0,0,3.9123148846331337,0,2.7632219937195384,0.6517152960101764,7.465190502447936,"","","",""
2022-06-10T00:00:00-07:00 Los_Angeles,0,0,0.939501180380445,0.0014452239270408259,2.7686361401535025,0.5698323972396449,7.429705065510891,"","","",""
2022-06-11T00:00:00-07:00 Los_Angeles,0,0,0.7587546431823392,0,2.764081498947408,0.46187062473881435,6.694866031143406,"","","",""
2022-06-12T00:00:00-07:00 Los_Angeles,0,0,0.3978379688605975,0,2.7282395665844272,0.4959247445480692,6.37693408817053,"","","",""
2022-06-13T00:00:00-07:00 Los_Angeles,0,0,2.353084529942522,0.003402146668759761,2.7595288653278525,0.5855570656813133,7.0864856322771965,"","","",""
2022-06-14T00:00:00-07:00 Los_Angeles,0,0,2.509356525030883,0,2.756968466347015,0.5797577301661172,7.507259758103775,"","","",""
2022-06-15T00:00:00-07:00 Los_Angeles,0,0.020125000841087766,2.2593507302911204,0,2.712143173350228,0.6371416894222297,8.10014057835495,"","","",""
2022-06-16T00:00:00-07:00 Los_Angeles,0,0,2.162406286899673,0,2.719089028432414,0.5791988620079228,7.662392138601452,"","","",""
2022-06-17T00:00:00-07:00 Los_Angeles,0,0,2.022269715736448,0,2.7158571640678026,0.5868888103354866,6.883301882912164,"","","",""
2022-06-18T00:00:00-07:00 Los_Angeles,0,0,1.3812187754795715,0,2.697899794051493,0.5385686709624891,6.578927522067121,"","","",""
2022-06-19T00:00:00-07:00 Los_Angeles,0,0,0.4075208399187843,0,2.682434076266708,0.5033237745778429,6.560370295384418,"","","",""
2022-06-20T00:00:00-07:00 Los_Angeles,0,0,1.6847720216657902,0,2.712610147783051,0.5120951694581242,6.089636265404384,"","","",""
2022-06-21T00:00:00-07:00 Los_Angeles,0,0,0.3524502346224013,0.002587057656125614,2.657149901743977,0.4490611382723891,7.096199078344638,"","","",""
2022-06-22T00:00:00-07:00 Los_Angeles,0.029185185516598048,0,0.5614386665405431,0,2.771063017525056,0.4430089688135519,6.85221942944659,"","","",""
2022-06-23T00:00:00-07:00 Los_Angeles,0,0,3.5231887005779994,0.00676386211245834,0.25006876802274036,-0.192517606447067,7.023893525572843,"","","",""
2022-06-24T00:00:00-07:00 Los_Angeles,0,0,1.2519120601588787,0.10946867988883303,0.002807822290277626,-0.4151312609513603,6.566509267627094,"","","",""
2022-06-25T00:00:00-07:00 Los_Angeles,0,0,0.12245139071355678,0.06039698435340178,0.0032936927438842957,-0.3040346209373739,5.721777694054227,"","","",""
2022-06-26T00:00:00-07:00 Los_Angeles,0,0,0.11730440103681758,0.05907621638420364,0.003357349353248504,-0.43894911696099564,4.578209904148075,"","","",""
2022-06-27T00:00:00-07:00 Los_Angeles,0,0,0.13585185490074325,0.07641416923521051,0.0035689665794510534,-0.48113467079276817,4.49652616429522,"","","",""
2022-06-28T00:00:00-07:00 Los_Angeles,0,0,0.3509085704455221,0.08474202987721516,0.003108590336274508,-0.38582119176164253,6.274532779640068,"","","",""
2022-06-29T00:00:00-07:00 Los_Angeles,0,0.08181944769565705,0,0.0807454052150246,0.0030163363294882914,-0.36143580358475436,8.507935189709613,"","","",""
2022-06-30T00:00:00-07:00 Los_Angeles,0,0.019440972547702218,0.4906886666592348,0.08516815734341097,0.002974897395567192,-0.4364323764004641,6.744871239819459,"","","",""
2022-07-01T00:00:00-07:00 Los_Angeles,0,0,0.8577650635644656,0.064005223398196,0.0029986096099795146,-0.43516147467825145,4.384988932979327,"","","",""
2022-07-02T00:00:00-07:00 Los_Angeles,0,0,0.26909143988456985,0.07777614746904332,0.00296641589051837,-0.4179068180835907,5.407411102635994,"","","",""
2022-07-03T00:00:00-07:00 Los_Angeles,0,0,1.681023173521238,0.07552832393349458,0.002915347963816776,-0.4157902662918245,6.375921322361187,"","","",""
2022-07-04T00:00:00-07:00 Los_Angeles,0.30279398625268156,0,5.83121537162198,0.09373697863269487,0.0029247154178786627,-0.38790428068695804,1.637157730505353,"","","",""
2022-07-05T00:00:00-07:00 Los_Angeles,0.13583565065447517,0,4.660853085076366,0.08857618657492922,0.0029075132104346138,-0.6135555270065864,0.016609505717125203,"","","",""
2022-07-06T00:00:00-07:00 Los_Angeles,0.043968750655185435,0,4.761305621787905,0.08164126574880486,0.002875799543970194,-0.5096727420541423,0.001523055343164338,"","","",""
2022-07-07T00:00:00-07:00 Los_Angeles,0,0,3.692238481861574,0.08605954264116818,0.0030308029302385103,-0.5150094575103787,0,"","","",""
2022-07-08T00:00:00-07:00 Los_Angeles,0,0,3.3988831563445703,0.07290506670820633,0.0029674403841555537,-0.6652897865407997,0,"","","",""
2022-07-09T00:00:00-07:00 Los_Angeles,0,0,3.296042880420055,0.07644488212554815,0.00306617571825983,-0.648379047668229,0,"","","",""
2022-07-10T00:00:00-07:00 Los_Angeles,0,0,3.2122639690463743,0.07237474783269138,0.0030015744018277875,-0.6264159099923243,0,"","","",""
2022-07-11T00:00:00-07:00 Los_Angeles,0.11315509579799794,1.3821238613784037,2.088828740099238,0.08285640374108975,0.0029949618045874457,-0.6578698762589028,0,"","","",""
2022-07-12T00:00:00-07:00 Los_Angeles,0.016694445107822066,1.50721414393021,1.4990150627197218,0.07828280993763151,0.002969489352027369,-0.6851927969190811,0,"","","",""
2022-07-13T00:00:00-07:00 Los_Angeles,0,1.0346134387053274,2.6641400940479993,0.08248354916510393,0.0029046983626257222,-0.670829334192806,0,"","","",""
2022-07-14T00:00:00-07:00 Los_Angeles,0.008333333457509676,3.555907488400461,0,0.08816071564599785,0.0029333218788249525,-0.605378792310754,0,"","","",""
2022-07-15T00:00:00-07:00 Los_Angeles,0.10000000149011612,3.5525289882360807,0,0.08653517118596932,0.0029590325992547967,-0.5880656846115987,0,"","","",""
2022-07-16T00:00:00-07:00 Los_Angeles,0.10000000149011612,3.2126458998272818,0,0.07523097396102259,0.0029933721030506095,-0.6036759280109849,0,"","","",""
2022-07-17T00:00:00-07:00 Los_Angeles,0.10000000149011612,4.207041734092765,0,0.08707646209997756,0.0029446843683318645,-0.5978678572509024,0,"","","",""
2022-07-18T00:00:00-07:00 Los_Angeles,0.10000000149011612,3.0991019002134323,1.5929097525763358,0.08044133814462433,0.0029947009470439904,-0.5297054806227481,0,"","","",""
2022-07-19T00:00:00-07:00 Los_Angeles,0.1214004648757098,0.20000000298023224,4.194313744623905,0.0850536421957939,0.0030277980871404827,-0.5369332527617613,0,"","","",""
2022-07-20T00:00:00-07:00 Los_Angeles,0,0.20000000298023224,3.2694421800446736,0.07991516593917802,0.052104661204758915,-0.6941563183986754,4.4020363647076814E-4,"","","",""
2022-07-21T00:00:00-07:00 Los_Angeles,0,0.20000000298023224,2.7936053902379894,0.02580714870057785,0.029849970905766146,-0.6762526572744052,0,"","","",""
2022-07-22T00:00:00-07:00 Los_Angeles,0.16223495566381005,0.25093981752801614,3.598329915437434,0.0011517767770500436,0.002594938905380397,-0.6541168800148146,0,"","","",""
2022-07-23T00:00:00-07:00 Los_Angeles,0.030967592903999266,0.0756458347564977,3.141038245138265,0.10897434282164019,0.0028276758599154344,-0.6515243380723729,0,"","","",""
2022-07-24T00:00:00-07:00 Los_Angeles,0.0696030103498035,0.08250231671802424,2.7263275945503964,0.6699593819867541,0.003122929471525518,-0.4572482235315773,0,"","","",""
2022-07-25T00:00:00-07:00 Los_Angeles,0.581290522789048,0.761587973793244,1.0213946937714462,0.7438243330263152,0.0032353280484029604,-0.41194730210635405,0,"","","",""
2022-07-26T00:00:00-07:00 Los_Angeles,1.2936852016340492,0.10000000149011612,0,1.747679568665033,0.003185407620751196,-0.3651487127774292,0,"","","",""
2022-07-27T00:00:00-07:00 Los_Angeles,0.33078125229157096,0.26223264388360634,0,3.199619027944627,0.0032398761557285794,-0.43678844430380404,0,"","","",""
2022-07-28T00:00:00-07:00 Los_Angeles,0.24907291707970827,0,0,3.9902534074970966,0.0031705215272571285,-0.4331284123990272,0,"","","",""
2022-07-29T00:00:00-07:00 Los_Angeles,0.1594837983684718,0.06478935260774084,0,3.442542244361508,0.0032346450720473906,-0.47411957093411006,0,"","","",""
2022-07-30T00:00:00-07:00 Los_Angeles,0.19405787416785553,0.35846644728513416,0,3.45081157758832,0.003227535738713212,-0.47003307421174306,0,"","","",""
2022-07-31T00:00:00-07:00 Los_Angeles,0.40720950566577235,0.0811620401273723,0,3.4344123029708844,0.0032956175273284303,-0.48430577976008243,0,"","","",""
2022-08-01T00:00:00-07:00 Los_Angeles,0.32590047815469686,0,0,3.303472808400793,0.003428182749689937,-0.5015218821057568,0,"","","",""
2022-08-02T00:00:00-07:00 Los_Angeles,0.17747338134743687,0.25465856983369495,0,4.514112514246395,0.003266103774488631,-0.4643869216450386,10.473213793481527,"","","",""
2022-08-03T00:00:00-07:00 Los_Angeles,6.089064900678566,0.34230903143511615,0.5750000000000001,4.115589827398456,0.0032070529991351225,-0.4635112733900961,33.802798066067474,"","","",""
2022-08-04T00:00:00-07:00 Los_Angeles,0.45027777713757977,6.050639518706594,3.7841549343532987,5.1655859850622985,0.0031246833879669325,-0.37261423732740456,53.26751888538397,"","","",""
2022-08-05T00:00:00-07:00 Los_Angeles,5.372805528828392,0.44644495453280225,8.369368592565188,6.263259949184678,0.003180038461036424,-0.41329463325785826,138.29115928115942,"","","",""
2022-08-06T00:00:00-07:00 Los_Angeles,0.32312624122809486,10.285971587098947,8.009873695160538,3.7573422941593133,0.003291263841424047,-0.47762250595415645,110.39215147700571,"","","",""
2022-08-07T00:00:00-07:00 Los_Angeles,5.48535255578933,1.038171300255797,0.16419343803966144,3.9193472023970526,0.003240201769898434,-0.04591907551037842,28.113232837388363,"","","",""
2022-08-08T00:00:00-07:00 Los_Angeles,13.400740776615319,5.023964544928168,10.578069039048987,4.172840961775295,0.003276415179003648,-0.4824695036746563,42.28436839791911,"","","",""
2022-08-09T00:00:00-07:00 Los_Angeles,4.370453559027778,8.454384024227124,0.0772534737842054,3.7550614158560824,0.0032427233923900283,-0.3833904328261055,44.47292820396938,"","","",""
2022-08-10T00:00:00-07:00 Los_Angeles,0,0.09203125157928163,0.07791088251552235,4.139937088906215,0.00621507272816315,-0.41408336036085,14.569634010880081,"","","",""
2022-08-11T00:00:00-07:00 Los_Angeles,-0.012261115180121518,0.07452546502084093,0.06853703742087991,4.384536800092018,0.005070367328227327,-0.47685656509638097,47.90274110977297,"","","",""
2022-08-12T00:00:00-07:00 Los_Angeles,0.057348012924194336,0.13664583393424334,0.10841153274876653,4.413752829504234,0.0031115053854160494,-0.45525704229322767,6.011047577250886,"","","",""
2022-08-13T00:00:00-07:00 Los_Angeles,0,0.07199074202372381,0.1644814855212139,3.9177801734098687,0.003128649524485269,-0.43363167192338514,0,"","","",""
2022-08-14T00:00:00-07:00 Los_Angeles,0,0.057756945305089985,8.781337086850588,4.32421625064203,0.0030647336913319097,-0.3786866844255751,0,"","","",""
2022-08-15T00:00:00-07:00 Los_Angeles,0,0.5946619960492373,0.08845833495983647,4.0373292436671475,0.0030469162053028687,-0.4009617492746285,0,"","","",""
2022-08-16T00:00:00-07:00 Los_Angeles,8.731197060479058,0.4556055697519332,0.6295902782792433,3.9628908995483774,0.0031776859919881192,-0.3823545017666011,0,"","","",""
2022-08-17T00:00:00-07:00 Los_Angeles,3.976587592230903,4.3830321724226495,3.675462725035053,3.599118517559989,0.0033455590899097005,-0.35691807669035536,0,"","","",""
2022-08-18T00:00:00-07:00 Los_Angeles,3.9698760986328128,0.3937916250332017,0.06752546428012904,3.250780522448046,0.003516234357359484,-0.35193141809837136,0,"","","",""
2022-08-19T00:00:00-07:00 Los_Angeles,0.0022488064236111114,0.050587964237374425,0.033942130655740144,3.304324696455841,0.0034844268911062176,-0.2845099256977578,0,"","","",""
2022-08-20T00:00:00-07:00 Los_Angeles,0.16312130822075738,3.465330512310482,0.09358564954294168,3.045319583404948,0.003371456142749931,-0.2963603073375782,0,"","","",""
2022-08-21T00:00:00-07:00 Los_Angeles,0,0.07684953755768084,0.10000000149011612,3.0733683536726044,0.003383640286246427,-0.3043423095997422,0,"","","",""
2022-08-22T00:00:00-07:00 Los_Angeles,0,4.270820516958419,0.07779398368499069,3.7348918345129114,0.0033458074173244386,-0.31873148996417433,0,"","","",""
2022-08-23T00:00:00-07:00 Los_Angeles,0.5845833333333333,1.0022933475244618,0.15978819810888834,5.060656628401748,0.0033454683933868434,-0.2936720792342118,0,"","","",""
2022-08-24T00:00:00-07:00 Los_Angeles,0,0.3045047219221791,0.04422916785020519,3.548001748970537,0.0033575583608735885,-0.10205714145080289,0,"","","",""
2022-08-25T00:00:00-07:00 Los_Angeles,5.232980007595486,0.10000000149011612,3.406470652467795,3.376021640847127,0.0033333043127074945,-0.0769062424056163,0,"","","",""
2022-08-26T00:00:00-07:00 Los_Angeles,0,0.8237079444840654,5.251085803325253,4.387702650887765,0.003354255290102661,-0.13158527573260165,0,"","","",""
2022-08-27T00:00:00-07:00 Los_Angeles,0,0.09791782372122348,0.43742592839800104,4.661229662801381,0.003231879203716138,-0.2202262645100968,0,"","","",""
2022-08-28T00:00:00-07:00 Los_Angeles,0,0.8694492975169683,0.10523495709316599,6.866424405859025,0.0033997787823426312,-0.26735930053896656,0,"","","",""
2022-08-29T00:00:00-07:00 Los_Angeles,0.3279520882500543,0.10187830703022578,0.10000000149011612,5.680076734233235,0.006765419291434766,-0.30967676396136773,0,"","","",""
2022-08-30T00:00:00-07:00 Los_Angeles,0,0.10000000149011612,0.10000000149011612,4.514785502555743,0.003567677767423446,-0.4206082294222518,0,"","","",""
2022-08-31T00:00:00-07:00 Los_Angeles,0.09123379827097611,0.37515972741698433,6.050434312727217,4.49590749390975,0.003303613064150948,-0.42793874104748714,0,"","","",""
2022-09-01T00:00:00-07:00 Los_Angeles,0.0012342664930555555,0.21759259614696794,1.4188738574956854,3.4059416888607865,0.0037390919658732693,-0.42008765458163844,0,"","","",""
2022-09-02T00:00:00-07:00 Los_Angeles,0.26915094587537974,0.21614461051144948,0.7297075959201902,4.1836016656362665,0.003188406032490159,-0.4169475742864114,0,"","","",""
2022-09-03T00:00:00-07:00 Los_Angeles,-0.30495738983154297,0.894020837752959,0.33646761176512685,7.116120713430423,0.013290602244057854,-0.3940364736649725,0,"","","",""
2022-09-04T00:00:00-07:00 Los_Angeles,0.2715919494628906,0.20000000298023224,0.10000000149011612,5.161772312063859,0.0032704697288809927,-0.43332423499129974,0,"","","",""
2022-09-05T00:00:00-07:00 Los_Angeles,6.439370388454861,0.20000000298023224,1.3445136618772866,5.872392367109386,0.0032006621268212457,-0.4285903791165738,0,"","","",""
2022-09-06T00:00:00-07:00 Los_Angeles,0,0.1449444463300622,2.161936384283559,3.744295819229964,0.0030986506964028296,-0.31836882032350544,0,"","","",""
2022-09-07T00:00:00-07:00 Los_Angeles,0,0,0.48883912954281106,6.851928036978096,0.0030898975463868623,-0.4146041143685579,0,"","","",""
2022-09-08T00:00:00-07:00 Los_Angeles,0,0.3683645847081034,2.5390104607687594,6.954907061275508,0.0031542421489629538,-0.4057100704947004,0,"","","",""
2022-09-09T00:00:00-07:00 Los_Angeles,0,2.0594965568619474,0.6437662149317287,5.313144702494696,0.003202451359053764,-0.37389699121316294,0,"","","",""
2022-09-10T00:00:00-07:00 Los_Angeles,0,1.776822952161785,0.10528703875037737,3.724204849520768,0.0032336826641565287,-0.36738439649343485,0,"","","",""
2022-09-11T00:00:00-07:00 Los_Angeles,0,2.316020885911528,0,1.478116409636655,0.0032747707688637697,-0.5176690800322428,0,"","","",""
2022-09-12T00:00:00-07:00 Los_Angeles,0,3.45952666491822,0,0.7203484575957474,0.003109518020614309,-0.4642162587907577,0,"","","",""
2022-09-13T00:00:00-07:00 Los_Angeles,1.7672720231291739,3.672849594121454,0.09072453802986138,0.7814932523357372,0.003209048430208997,-0.41078152673112006,0,"","","",""
2022-09-14T00:00:00-07:00 Los_Angeles,3.8955556140122587,0.5458645923194234,0.1175138906399823,0.6954424840470568,0.0031500498509558364,-0.35915761435404414,0,"","","",""
2022-09-15T00:00:00-07:00 Los_Angeles,0,6.342207306170906,0,0.9115190121707398,0.0030589766918435795,-0.3651635278430249,0,"","","",""
2022-09-16T00:00:00-07:00 Los_Angeles,0,5.715232750790591,0,3.4646624034996734,0.002917597553783304,-0.2958432046903503,0,"","","",""
2022-09-17T00:00:00-07:00 Los_Angeles,0.14929398557611018,3.181512785826431,0,6.543955622497532,0.0029697842805439384,-0.41333616856071703,0,"","","",""
2022-09-18T00:00:00-07:00 Los_Angeles,1.0316423903948935,2.77042018450693,0,6.049902040315276,0.0029704672682176643,-0.3982269308633274,0,"","","",""
2022-09-19T00:00:00-07:00 Los_Angeles,1.866376184171962,3.500498908292503,0,7.046709074772615,0.0030414362384666056,-0.430185605461399,0,"","","",""
2022-09-20T00:00:00-07:00 Los_Angeles,0.12415972585479418,2.439629685264166,0.10883564987323352,6.764878062799027,0.0031789347307898835,-0.4086001289801464,0,"","","",""
2022-09-21T00:00:00-07:00 Los_Angeles,0.6688125130008147,1.728651652182279,0.5790382039804806,5.131404185517247,0.003290308822114538,-0.3929577577445245,0,"","","",""
2022-09-22T00:00:00-07:00 Los_Angeles,0.39849538031034176,2.063391242031941,0.19895833629804355,7.381001305111025,0.003376132842580167,-0.4392808319793806,0,"","","",""
2022-09-23T00:00:00-07:00 Los_Angeles,0.1461319463754383,3.0225799109583225,0.20000000298023224,6.7356088065645725,0.003316122781446514,-0.3597930477311214,0,"","","",""
2022-09-24T00:00:00-07:00 Los_Angeles,0,1.939131981791169,0.20000000298023224,6.788518614664125,0.003263967109281415,-0.3918818692780203,0,"","","",""
2022-09-25T00:00:00-07:00 Los_Angeles,0,2.4586412446106847,0.20000000298023224,5.1159141828704415,0.0033631870521478244,-0.3015515597330199,0,"","","",""
2022-09-26T00:00:00-07:00 Los_Angeles,0,0.8216933017751824,0.002083333364377419,6.695437687298762,0.0033513994054185405,-0.3025900751766232,0,"","","",""
2022-09-27T00:00:00-07:00 Los_Angeles,0,0.9350752464726706,0,7.139994448953203,0.003275298552277188,-0.30857795932226684,0,"","","",""
2022-09-28T00:00:00-07:00 Los_Angeles,0,2.461358835633792,0,5.857069360456528,0.0034034002479974247,-0.39529441110375846,0,"","","",""
2022-09-29T00:00:00-07:00 Los_Angeles,0.2264895870897885,2.235092624928457,0,6.904834019533463,0.0032914885289048656,-0.41649568556911404,0,"","","",""
2022-09-30T00:00:00-07:00 Los_Angeles,0.770876176157207,2.0601308210620966,0.008333333457509676,7.6988504948880925,0.0032023892547133276,-0.476056063754691,0,"","","",""
2022-10-01T00:00:00-07:00 Los_Angeles,4.199246608752892,1.722275489950639,0.10000000149011612,6.3505167001554845,0.0032307644335863484,-0.4028177000582219,0,"","","",""
2022-10-02T00:00:00-07:00 Los_Angeles,4.681141293866355,4.345064874110676,0.10000000149011612,2.0391497679441932,0.0031793227931807963,-0.4305681706302695,0,"","","",""
2022-10-03T00:00:00-07:00 Los_Angeles,7.346826522548983,5.195319525480822,0.10000000149011612,1.5346662395025166,0.00318076639976223,-0.37276938474840593,0,"","","",""
2022-10-04T00:00:00-07:00 Los_Angeles,3.3902084070402703,2.0961574320444263,0.10000000149011612,6.999745960500507,0.0032093419555733103,-0.3405686363205314,0,"","","",""
2022-10-05T00:00:00-07:00 Los_Angeles,0.4853206162927327,2.2812974775944737,0.10000000149011612,7.9834114618820164,0.0031476102764524203,-0.35829674949248635,0,"","","",""
2022-10-06T00:00:00-07:00 Los_Angeles,0.21208334184355207,2.9470752852037556,0.10000000149011612,5.455667204854973,0.0031540384795759268,-0.3905301821866519,0.0020972370273537105,"","","",""
2022-10-07T00:00:00-07:00 Los_Angeles,0.19769097208976746,1.543215306425312,0.10000000149011612,6.154473580135786,0.003197584003269354,-0.4171445538324339,3.3379215747118E-4,"","","",""
2022-10-08T00:00:00-07:00 Los_Angeles,0,0.9579213176270152,0.10000000149011612,6.301021842040398,0.0032256420050139757,-0.37562976591289027,0,"","","",""
2022-10-09T00:00:00-07:00 Los_Angeles,0,1.3126724733251873,0.10000000149011612,7.917002486067792,0.0032135965237911376,-0.39169855498605294,0,"","","",""
2022-10-10T00:00:00-07:00 Los_Angeles,0.17597222428415313,1.9592928627272213,0.10000000149011612,7.55692970460488,0.003099785384418081,-0.44952893546885897,0,"","","",""
2022-10-11T00:00:00-07:00 Los_Angeles,0.19440972369069373,5.791510545189182,0.10000000149011612,7.9538551255343215,0.003013790627139516,-0.4217537155167924,0,"","","",""
2022-10-12T00:00:00-07:00 Los_Angeles,0.13198958498969054,5.676840368270598,0.10000000149011612,7.812746165643135,0.0029896375749053246,-0.4622632571392589,0,"","","",""
2022-10-13T00:00:00-07:00 Los_Angeles,0.7489502448119499,2.379231514202827,0.10000000149011612,8.758104447630764,0.003028195531644287,-0.3978931498196389,4.0030745892888966E-4,"","","",""
2022-10-14T00:00:00-07:00 Los_Angeles,0.20000000298023224,3.1773553678495112,0.10000000149011612,8.223047934516714,0.0031226035013484465,-0.41066681117647236,0,"","","",""
2022-10-15T00:00:00-07:00 Los_Angeles,0.20000000298023224,1.4574861380133641,0.10000000149011612,7.535335571572728,0.0031676190680311137,-0.4159556767234096,0,"","","",""
2022-10-16T00:00:00-07:00 Los_Angeles,0.2200914384441071,1.0776771025368255,0.10000000149011612,6.406184369830622,0.003310612273505994,-0.3963408815777962,0,"","","",""
2022-10-17T00:00:00-07:00 Los_Angeles,0.7498217813599923,3.032170182831446,0.10000000149011612,7.4878280258979,0.0031617357704413337,-0.39436896352304374,0,"","","",""
2022-10-18T00:00:00-07:00 Los_Angeles,0,4.869730403737887,0.10000000149011612,7.721422800857712,0.0032513486792999594,-0.4221511526654164,0,"","","",""
2022-10-19T00:00:00-07:00 Los_Angeles,0.011740740915691411,4.877306807373168,0.10000000149011612,8.824695632672963,0.0029214316293493746,-0.4343556575477123,0,"","","",""
2022-10-20T00:00:00-07:00 Los_Angeles,1.0697314908790956,3.1992801296435016,0.10000000149011612,8.237700044220245,0.002879505303604271,-0.421148084104061,0,"","","",""
2022-10-21T00:00:00-07:00 Los_Angeles,4.796114652755634,4.418535965416168,0.10000000149011612,6.722730522753583,0.0027831850500687908,-0.45566479029444357,0,"","","",""
2022-10-22T00:00:00-07:00 Los_Angeles,5.583226913128185,3.851892405673862,0.10000000149011612,6.585192394463549,0.002759143663246909,-0.4851913183099693,0,"","","",""
2022-10-23T00:00:00-07:00 Los_Angeles,6.85854173630752,4.978703780135623,0.10000000149011612,3.0254524104503706,0.002786245998221501,-0.4228829503473311,0,"","","",""
2022-10-24T00:00:00-07:00 Los_Angeles,8.487939928736951,7.265578807542724,0.10000000149011612,1.8551770841985669,0.002843648263984102,-0.4845260009169578,0,"","","",""
2022-10-25T00:00:00-07:00 Los_Angeles,5.865420239213167,6.494020944822711,4.606394761349074,2.7340685804981595,0.0029387547700834033,-0.47869643920825583,0,"","","",""
2022-10-26T00:00:00-07:00 Los_Angeles,0.03891666724657019,4.754243149681503,12.128751313013051,3.3056841989344465,0.0029705759354530727,-0.4964809339079594,0,"","","",""
2022-10-27T00:00:00-07:00 Los_Angeles,1.3173750231218422,8.008342735294462,3.852459562210779,4.460636357141447,0.11734178215073686,-0.3329082577385837,0,"","","",""
2022-10-28T00:00:00-07:00 Los_Angeles,0.10000000149011612,8.20922005002973,3.0864236599131902,4.6258708335811045,0.0030041666711137314,-0.48455806593928086,0,"","","",""
2022-10-29T00:00:00-07:00 Los_Angeles,0.10000000149011612,5.38488900019891,3.124755857214331,7.84617386719143,0.0030282110561125185,-0.48614704091515804,0,"","","",""
2022-10-30T00:00:00-07:00 Los_Angeles,0.10000000149011612,6.283406341020713,3.3449456467714014,7.269958469520012,0.00302097756098697,-0.4889834446625577,0,"","","",""
2022-10-31T00:00:00-07:00 Los_Angeles,2.81178707015192,8.12870615219628,2.5080625469393647,6.447711402233004,0.0029735754012330693,-0.4589612707781987,0,"","","",""
2022-11-01T00:00:00-07:00 Los_Angeles,7.707213077810082,8.46992607170233,0.07916666784634192,7.003730949908492,0.0028842921236247533,-0.26882090556538757,0,"","","",""
2022-11-02T00:00:00-07:00 Los_Angeles,9.333892542217614,7.6637096308447745,0.10000000149011612,6.092637252570301,0.0029410242326331285,-0.2953377041924331,0,"","","",""
2022-11-03T00:00:00-07:00 Los_Angeles,11.770841598345168,9.796333492977753,0.45773959112629575,6.323165000533616,0.0028932272002243236,-0.3708161606142916,0,"","","",""
2022-11-04T00:00:00-07:00 Los_Angeles,8.60318183106163,7.350633261686669,2.4049699538599496,7.4099177948744215,0.0028551504631953643,-0.2307668038540415,0,"","","",""
2022-11-05T00:00:00-07:00 Los_Angeles,1.4660081252312565,5.307818397799575,7.766387840520455,6.986948974946579,0.0028449676837125374,-0.3658651363932427,0,"","","",""
2022-11-06T00:00:00-07:00 Los_Angeles,6.476881199057899,5.611273438021872,7.545414574750267,7.87187022032142,0.002937467019849767,-0.33979354689518626,0,"","","",""
2022-11-07T00:00:00-08:00 Los_Angeles,8.872349677163136,6.682853123537369,7.674515189298739,7.843876116949105,0.0029391117770703416,-0.402922675013542,0,"","","",""
2022-11-08T00:00:00-08:00 Los_Angeles,5.966601950884971,9.019220091054843,9.777824271293714,6.835408254707306,0.0026919932533928667,-0.4329039098487958,0,"","","",""
2022-11-09T00:00:00-08:00 Los_Angeles,5.771345021037334,8.670314969310054,9.481089306851777,7.639308340814378,0.0025782168883759175,-0.39512747393714065,0,"","","",""
2022-11-10T00:00:00-08:00 Los_Angeles,4.537044065338216,8.67641915565288,8.11698623547951,6.768063715497649,0.0025404468518293766,-0.44577120803296566,0,"","","",""
2022-11-11T00:00:00-08:00 Los_Angeles,0.3429838014003407,8.972534904419268,8.426367035844812,5.300737411170097,0.002596303339273113,-0.4441179878416437,0,"","","",""
2022-11-12T00:00:00-08:00 Los_Angeles,0.4150277808775987,9.753824240013408,9.20647006690502,4.858637334152505,0.0026305240608053278,-0.5911886112557518,0,"","","",""
